Danceability,Energy,Key,Loudness,Mode,Speechness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,ID,Duration_ms,Genre,genre
0.682,0.336,7,-7.515,0,0.0957,0.721,0,0.0896,0.605,119.767,4zm37YNRt5XrbFOTPk0jBp,234000,gothicrock,rock
0.645,0.589,6,-6.131,1,0.0523,0.00396,0,0.145,0.35,131.899,4kgsK0fftHtg9gZOzkU5T2,215672,mathpop,pop
0.59,0.229,7,-13.174,1,0.0301,0.116,0.00168,0.0854,0.168,96.856,0G6Ws8Gbdt0S7pZeuYmkmm,297893,dreampop,pop
0.549,0.869,4,-4.905,0,0.0289,0.00261,1.77e-6,0.29,0.433,91.988,6GBndDk0OEpDkmKoSBJyyK,178733,country,country
0.75,0.769,5,-2.839,0,0.045,0.39,3.35e-4,0.0879,0.586,109.968,0zOQVFZvuZcAqRNlQWyF3n,157108,albanianhiphop,hiphop
0.531,0.574,10,-6.693,0,0.113,0.114,0.0308,0.256,0.272,115.68,4DEmKidTANibjgv2XLVk2L,232467,albanianhiphop,hiphop
0.746,0.443,4,-11.305,1,0.0359,0.663,0,0.223,0.554,91.11,7lUE02KHkZM44BZgjCaWRO,198333,country,country
0.552,0.877,5,-5.959,1,0.0292,0.192,0.0393,0.129,0.467,138.026,42YCVyQudfHNGMD4I5LzUI,245827,mexicanpoppunk,pop
0.523,0.911,9,-8.101,1,0.0809,0.00169,0.00288,0.39,0.497,94.526,3kJw8wpzrB5WLFcdmIvXew,324400,canadianrock,rock
0.412,0.849,2,-5.625,1,0.0361,0.00212,0,0.13,0.486,174.428,2fCtqCyg35pdxEA9TP2dVk,258907,ukpop,pop
0.586,0.7,0,-9.558,1,0.0363,0.0589,0.00125,0.0318,0.897,147.245,1HOMkjp0nHMaTnfAkslCQj,295400,funkrock,rock
0.247,0.869,1,-8.382,1,0.0542,0.0104,8.59e-6,0.0954,0.601,175.26,1612JQ4JxS8bm5ky53N3bH,255327,canadianrock,rock
0.855,0.693,8,-5.662,0,0.0308,0.0165,0.0794,0.118,0.687,119.004,3VjFTsWQLvOVr2oJ4PMyjC,276000,arabichiphop,hiphop
0.657,0.895,10,-3.6,1,0.346,0.255,0,0.341,0.49,89.954,5pesjO7liYBWig0cWwK9Kd,291787,italianundergroundhiphop,hiphop
0.477,0.237,8,-13.881,1,0.0468,0.98,9.5e-4,0.116,0.427,124.674,1JZwVD5Dp9RrRTzGq2gL46,229000,danishindiepop,pop
0.668,0.824,2,-5.153,1,0.259,0.28,0,0.35,0.455,95.299,5CQR9gTVwaGyxlXC3henYq,172827,italianundergroundhiphop,hiphop
0.6,0.372,0,-10.477,1,0.0256,0.726,0.59,0.154,0.553,79.705,2BKlTJdbIpcN6NCHR1QR8h,227493,italianindiepop,pop
0.588,0.807,2,-3.426,1,0.0283,0.0835,0,0.109,0.674,110.014,4rW9EUFaMSNVY8JhbqrB6z,156200,swisscountry,country
0.682,0.611,9,-5.664,1,0.0266,0.46,0,0.279,0.75,132.319,5jej0q2CvB8IJ56Zg6uRNu,254413,portugueserock,rock
0.357,0.856,7,-5.963,1,0.0989,0.374,3.76e-5,0.141,0.125,169.942,0EHYZcsMolcWsayCgxsHLr,229994,indonesianpoppunk,pop
0.8,0.646,2,-4.847,0,0.079,0.16,0,0.303,0.343,100.007,3ncE0NKkhylrPmCSqSzj0Q,225606,albanianhiphop,hiphop
0.689,0.628,10,-4.691,0,0.0601,0.134,0,0.0845,0.324,96.965,1HsnW665qYA98epeMkrMSO,223900,belgianpop,pop
0.786,0.453,11,-10.681,0,0.0446,0.821,0.00616,0.56,0.352,106.463,5KxabomHCvgNZ1jnJl06y0,189400,belgianpop,pop
0.119,0.376,2,-17.06,1,0.0315,0.0826,0.807,0.192,0.283,185.43,5bOEZnvnwQGH3Q9bxI2L3x,351933,uknoiserock,rock
0.637,0.619,10,-11.401,1,0.0321,0.0523,0.007,0.146,0.617,113.32,2hE5Lm5XOHR4t3xlhIFauP,276000,southernrock,rock
0.227,0.48,9,-6.285,1,0.0388,5.66e-5,0.835,0.0477,0.188,92.701,4cz5bBa239LZ0Pt5DrJXYK,259453,dreampop,pop
0.431,0.491,0,-10.746,0,0.0562,0.441,4.58e-4,0.134,0.577,148.243,18KSLe1ScEmgFt1XnyRSCV,283440,russianjazz,jazz
0.73,0.51,4,-8.059,1,0.105,0.0593,0,0.119,0.646,77.453,3S1CJRbC9yInOtlezBpEy2,248493,reggaerock,rock
0.735,0.111,10,-17.517,1,0.0568,0.92,0.694,0.103,0.431,137.841,5nSpTHaV2bgBSbdZD7CoTQ,271400,pianoblues,blues
0.762,0.394,7,-9.186,0,0.0425,0.805,2.47e-4,0.0972,0.482,130.974,6Mjz6Kra9NP0qffCIt7ltm,168373,icelandicrock,rock
0.424,0.845,11,-3.467,0,0.0528,0.178,3.58e-6,0.18,0.379,116.657,3zwmW1gM4E8FlHXV5nE16u,278973,indieemorock,rock
0.5,0.849,1,-4.309,0,0.0332,1.89e-4,9.94e-4,0.123,0.407,121.003,4ztx0lpE5Vx3yg7FereOtS,203547,mathpop,pop
0.16,0.856,2,-3.496,1,0.0504,6.07e-5,0.908,0.112,0.345,190.166,2zwnGqUmRLuyD3BYklWeDL,206397,post-rocklatinoamericano,rock
0.344,0.431,9,-11.068,0,0.109,0.579,0,0.122,0.283,170.938,09a2OL1PopK6sBrUDlMUcc,129438,christianpop,pop
0.428,0.95,9,-3.8,1,0.0526,4.89e-4,0.00851,0.23,0.499,144.898,6UMPAz6KBL0uRtliMdpWHX,136827,mathpop,pop
0.733,0.928,8,-4.637,0,0.0575,0.202,2.35e-6,0.0674,0.961,103.197,0Pue728Zirq57hYqVDotSl,232680,europop,pop
0.573,0.867,11,-8.23,0,0.0628,0.27,2.1e-4,0.471,0.712,110.775,1ZxolB0V4gv0fkptjzz4hu,471360,spiritualjazz,jazz
0.845,0.88,2,-5.842,1,0.285,0.0282,0,0.0614,0.769,131.994,0rPC6Di7vExHCXtpTxJ62A,195213,norwegianhiphop,hiphop
0.778,0.786,7,-9.817,0,0.119,0.663,0,0.0956,0.77,103.963,67cWrjEYMY1muwHufBcv6O,226685,albanianhiphop,hiphop
0.604,0.825,0,-5.373,1,0.0429,0.0564,5.8e-5,0.192,0.707,144.085,5JtPGzRgrWxkXX9LoROq3d,193107,geekrock,rock
0.674,0.881,9,-2.853,1,0.147,0.296,3.01e-6,0.0793,0.234,98.994,5WHTFyqSii0lmT9R21abT8,178480,lapop,pop
0.726,0.832,0,-5.353,1,0.0267,0.109,0.0116,0.0822,0.777,111.963,4EUWNU61nSRyqZdqNCGyw6,238213,canadianelectropop,pop
0.351,0.939,0,-4.469,1,0.0564,6.42e-5,0.00113,0.296,0.321,182.067,3eqhMltljpvMkVNUbAHyQI,223547,dancerock,rock
0.742,0.663,0,-6.944,1,0.0355,0.0488,0.0192,0.144,0.161,100.039,6C7BEl8GiJVZbqbsRktedx,246640,vaporpop,pop
0.462,0.215,1,-21.724,1,0.0766,0.915,0.198,0.668,0.0614,139.647,6MkzUrynhk9MagfXaZ5LZc,304213,classicalpercussion,classical
0.438,0.714,4,-6.858,0,0.0588,0.0754,0.706,0.206,0.198,124.283,3OXzZamY1aRdqFvZSNO4IS,407736,psychedelicrock,rock
0.564,0.452,2,-12.197,1,0.0365,0.875,0.199,0.113,0.673,100.528,6hUkUUARh98zlhy3hjj5QH,198027,pianoblues,blues
0.638,0.574,7,-6.115,0,0.0263,0.316,3.16e-4,0.428,0.681,110.256,2HL7EWAjEm5Bhpr1iWHA4C,210300,modernblues,blues
0.11,0.846,4,-6.08,0,0.0462,0.133,0.0215,0.172,0.256,184.969,3jQBAyQVJSl9fc6l4tsWWP,195573,uknoiserock,rock
0.41,0.951,7,-4.474,1,0.214,0.00141,2.74e-5,0.324,0.514,191.969,6aChQdChhf7v4tY5trdeB2,159253,popemo,pop
0.605,0.564,6,-9.29,1,0.0328,0.0143,0,0.103,0.249,84.993,7tR2DV2ex45EX7imBEs3FF,186353,ukpop,pop
0.672,0.497,6,-10.474,0,0.0811,0.0424,3.64e-4,0.131,0.495,94.961,5vdlds1BEt0TtCM7oeSA8B,237474,mandepop,pop
0.866,0.685,10,-10.303,0,0.0733,0.477,0.858,0.0896,0.874,100.014,5EFQxp9uRMe60Sv1v9SyOn,227920,smoothjazz,jazz
0.709,0.673,0,-6.959,1,0.179,0.318,0,0.0355,0.539,92.009,3tD4ZnyUUAlcA8YA2FJGAn,205067,norwegianhiphop,hiphop
0.276,0.661,4,-7.027,1,0.0402,2.42e-4,7.08e-5,0.121,0.321,168.785,28PA3gq6AeM1JqgNKRqZRf,287600,belgianpop,pop
0.718,0.818,1,-4.291,1,0.0978,0.0135,0,0.29,0.636,126.006,4OdiKU1qEwfrjo4wax0l3j,158210,popedm,pop
0.271,0.0998,5,-20.597,1,0.0424,0.985,0.874,0.103,0.0915,122.268,1B8KjIZqMgjBoqHnjzSgo1,560347,classicalsaxophone,classical
0.289,0.24,0,-14.272,1,0.0352,0.824,0,0.116,0.228,175.486,0AsFxc8fvunMSb6EZKuYs2,241113,danishindiepop,pop
0.827,0.499,0,-7.962,1,0.0623,0.0378,0.0251,0.0882,0.641,107.995,12UJFjhzqETUoUwawbMlmk,268667,deepsmoothjazz,jazz
0.389,0.613,0,-7.113,1,0.0338,0.0105,0.863,0.263,0.0729,125.998,5IqTnqGUc8f8zBijEGtTfc,383280,atmosphericpost-rock,rock
0.233,0.907,2,-6.868,1,0.0627,0.00384,9.14e-4,0.0795,0.528,181.562,4hVDL3opoZM3r8UiP90IHp,155133,dreampop,pop
0.654,0.469,9,-9.947,1,0.0298,0.4,0.889,0.698,0.072,124.988,3ktMY5gmTKTFjE1Muugrvc,397589,post-rocklatinoamericano,rock
0.784,0.587,10,-5.925,0,0.296,0.201,0,0.0934,0.539,136.065,5429OalpS0kbS146Rp9sj1,229647,undergroundpowerpop,pop
0.684,0.872,6,-4.26,0,0.122,0.127,0.00411,0.119,0.569,179.801,6mG4rnQTnfzsJv7BgTPdOa,159433,cumbiapop,pop
0.679,0.835,4,-4.413,0,0.298,0.194,0,0.279,0.6,87.524,0ybdkTVuWkhbDwxRzCpkBS,219428,albanianhiphop,hiphop
0.677,0.73,11,-5.404,0,0.0261,0.32,0.161,0.206,0.243,88.495,72ccSGl5YcEWm0vhtVpi25,318267,mathpop,pop
0.445,0.698,11,-5.74,1,0.0307,0.421,0.0331,0.107,0.521,174.709,1k7o67gk8hle7UfwC4t7bo,247600,modernblues,blues
0.431,0.587,4,-6.779,0,0.0379,0.139,0.00183,0.19,0.549,187.888,0pNMGl99ohJrxz0O3ardvu,231747,country,country
0.549,0.378,2,-9.013,1,0.0272,0.234,0.404,0.0724,0.539,146.236,6Y9muHu7e8Q0z8p7idaAjJ,199028,alternativerootsrock,rock
0.616,0.162,9,-15.733,1,0.0402,0.909,0,0.119,0.359,90.071,2ARIexlTnxWpcqpS37WAav,227693,albertacountry,country
0.804,0.651,1,-4.637,1,0.164,0.0144,0,0.0781,0.52,93.998,3s989NK7LHiYGDGSxrOERQ,178240,frenchhiphop,hiphop
0.844,0.663,2,-8.855,0,0.182,0.113,0,0.109,0.601,102.479,769KncIWnBJwqWiywXoJ5a,206176,mandepop,pop
0.849,0.613,5,-7.277,0,0.282,0.123,0,0.135,0.264,98.01,6AbFa0CbAPXxaWVi0Dx0lg,202327,finnishhiphop,hiphop
0.331,0.0861,5,-21.226,1,0.0354,0.918,0.902,0.106,0.152,107.436,4bBIADw4urJPkcx0YOfEIo,507533,jazzelectricbass,jazz
0.44,0.433,2,-17.453,0,0.0412,0.934,0.811,0.273,0.216,79.952,6mOS5otVnh103JwefAKhwS,254360,classicalguitarquartet,classical
0.595,0.461,0,-13.474,1,0.0311,0.204,0.0177,0.324,0.219,82.009,7xzGmzSeen3JumTIXGpmds,241960,southafricanjazz,jazz
0.213,0.784,4,-8.835,0,0.0449,6.68e-4,0.447,0.116,0.334,178.302,7etTGLdu60Qgot0YKgmRKL,246293,undergroundpowerpop,pop
0.653,0.914,10,-4.977,0,0.0357,0.11,0,0.342,0.756,123.992,5p3eX43cARCf2dTHv9yjcx,195507,christianpop,pop
0.676,0.762,1,-5.112,0,0.0426,0.0287,1.47e-6,0.171,0.565,90.399,1yplWxZQqvSg9RRf9FjJm3,183200,funkrock,rock
0.513,0.76,0,-6.756,1,0.0311,0.0815,0.801,0.11,0.037,128.998,4rqcdTOfmWzfNEudjPnsId,246516,post-rocklatinoamericano,rock
0.516,0.692,9,-6.027,0,0.0349,0.00519,0.00633,0.0991,0.0831,140.09,1tyHxZPl1SetOZVejPHgPC,336507,mathpop,pop
0.793,0.468,11,-10.054,1,0.0408,0.00839,0.0786,0.0689,0.534,96,39wHJyoHNlaFEFUKlDzNo3,205602,modernblues,blues
0.567,0.64,1,-10.484,1,0.043,0.3,1.42e-4,0.167,0.458,82.832,3CLv8OBuIA9ff5tMlxnlfb,235840,ostrock,rock
0.287,0.377,0,-12.573,0,0.0383,0.884,0.951,0.196,0.283,81.864,5fKitjmfucWNCOZzyk8y6j,225293,pianoblues,blues
0.765,0.824,10,-9.955,1,0.0457,0.0401,0.0592,0.622,0.971,138.001,742WtE6Jw5CKa9gH8XTHO6,220013,swedishsynthpop,pop
0.486,0.666,9,-5.084,1,0.033,5.63e-4,0.789,0.101,0.741,157.992,57Xjny5yNzAcsxnusKmAfA,219754,geekrock,rock
0.665,0.618,11,-5.77,0,0.267,0.271,0,0.109,0.782,94.797,1H7L66uMYxG6MpB2r4DklO,247267,chiphop,hiphop
0.735,0.793,8,-6.678,1,0.0434,0.195,0.0431,0.0893,0.916,109.982,6cQKgxtgntr65xHdADFqEi,191507,belgianpop,pop
0.71,0.678,5,-9.21,0,0.0438,0.0433,0.605,0.119,0.917,82.027,57sM9wrhw6iwrlQUElCeoY,196541,vaporpop,pop
0.661,0.51,7,-6.887,1,0.0272,0.638,7e-5,0.0917,0.288,130.669,6Ton3K1AR0M6G7eeulvdgW,213653,belgianindierock,rock
0.424,0.391,2,-13.701,0,0.0684,0.952,0.763,0.197,0.388,106.038,6zPO7VGzTZImAFAQZyMy1C,230813,classicaltrumpet,classical
0.358,0.456,2,-10.231,0,0.0444,0.0277,0.777,0.205,0.0954,124.272,4zA9tINhq896d1Ugi0d4Ov,930713,italianpost-rock,rock
0.41,0.412,6,-6.522,1,0.0262,0.752,0,0.127,0.471,176.211,6Id8oBncvxRSx1UpaXS0VC,222907,canadianpop,pop
0.619,0.67,11,-10.319,0,0.0353,0.00165,0.0109,0.331,0.777,129.267,45Ia1U4KtIjAPPU7Wv1Sea,211933,grungepop,pop
0.562,0.724,6,-8.627,0,0.0271,0.0124,1.42e-6,0.223,0.855,113.056,0rwuyrnU6MTaL46JopLJM8,245728,britishindierock,rock
0.7,0.559,6,-9.131,0,0.086,0.691,0.00395,0.0953,0.699,125.115,7cGYW8qAfXoe79enoy67HO,216000,deepdancepop,pop
0.571,0.969,9,-6.982,1,0.091,0.332,0.017,0.653,0.501,95.991,6LblgEr7jvFiVpRIsRLr8Q,256492,funkrock,rock
0.776,0.674,4,-3.762,0,0.0363,0.234,0.0776,0.0536,0.406,120.018,512mDgyXmSoL12sZOArTEk,242000,swedishsynthpop,pop
0.931,0.387,1,-9.127,1,0.412,0.088,0,0.136,0.376,125.978,2E124GmJRnBJuXbTb4cPUB,179405,albanianhiphop,hiphop
0.83,0.629,7,-8.144,1,0.146,0.0159,3.53e-6,0.3,0.658,140.142,6uyl0f7rK5a4wtUnO2H5ui,163515,austrianhiphop,hiphop
0.397,0.892,7,-7.741,1,0.0356,0.088,0.836,0.373,0.545,96.159,4M4OBTaXR9fuphRIJr2HgC,380707,uknoiserock,rock
0.531,0.837,7,-5.319,0,0.0549,1.16e-4,0.107,0.0564,0.212,135.023,2JXDEZ8GRZyKRvlO3UqMbq,228360,britishindierock,rock
0.879,0.662,2,-6.162,1,0.309,0.033,0,0.716,0.723,117.975,0Y7di9ZCmB6Elad5WISaPc,189909,finnishhiphop,hiphop
0.72,0.488,0,-8.865,0,0.089,0.521,0.244,0.133,0.758,111.756,4odMP1kxWOq8ShDjmSiREi,344533,neosoul-jazz,jazz
0.422,0.895,7,-4.098,1,0.344,0.0816,0,0.918,0.544,76.983,6BJrEn9gSJFQ1aY3wcF9Kn,205035,czechhiphop,hiphop
0.774,0.673,5,-6.473,0,0.035,0.22,0.583,0.0973,0.917,126.016,4IY8Lz6j0sc2DuUva1KLNo,210040,funkrock,rock
0.469,0.971,11,-4.768,0,0.049,3.03e-4,0.00375,0.115,0.798,132.394,4eXogOzWwnrkE3qPuAd6y8,189453,swedishindiepop,pop
0.712,0.569,2,-9.018,1,0.0311,0.301,7.82e-5,0.0918,0.473,142.053,5Oo6U1Ls2EO0wYb90kFeKR,185567,canadianpop,pop
0.491,0.765,1,-4.249,0,0.0376,0.0118,0,0.284,0.702,168,6yP7HwfEOE3lIex6XcOWR8,192872,country,country
0.663,0.7,4,-6.979,0,0.121,0.782,1.44e-5,0.377,0.497,127.308,3xl0iayONPw58w9tnE4Lb5,200315,funkrock,rock
0.469,0.735,7,-7.011,1,0.0395,0.323,6.35e-5,0.372,0.399,93.924,03ZIYIkSXFEe8eKeG6qzE8,220347,alternativerootsrock,rock
0.791,0.344,2,-12.706,1,0.0468,0.761,3.41e-6,0.12,0.472,124.257,4IJcZGJbZy0FQEC7oNnfVg,227427,bossanovajazz,jazz
0.451,0.222,2,-16.374,1,0.0314,0.931,0.00599,0.0908,0.381,132.874,3GIIv6Eo0WSuM9Bxx5DTdR,180226,danishindiepop,pop
0.839,0.269,9,-8.852,0,0.0355,0.944,1.27e-5,0.101,0.34,110.044,6KLsHsd1rmzYQOh8vS21Hx,220560,polynesianpop,pop
0.322,0.947,4,-3.173,0,0.12,0.00846,3.95e-6,0.238,0.269,189.994,4CDoeHIz44HzXq3j6LkZq6,237293,swedishpoppunk,pop
0.384,0.493,4,-14.332,0,0.0364,0.477,0.0218,0.139,0.286,84.387,7A4KjSFDx0BL75up2eK0OF,313307,swedishindiepop,pop
0.804,0.463,5,-8.873,1,0.0346,0.241,0.0167,0.124,0.662,84.241,7sqCVKFc2fTLKtET4TU5bC,230893,gospelblues,blues
0.604,0.499,8,-10.431,1,0.159,0.0465,0.0117,0.127,0.205,97.495,77RxLDPCbmrQHTK5HL2QEy,209231,norwegianhiphop,hiphop
0.559,0.656,9,-8.699,0,0.0469,0.257,1.71e-4,0.2,0.679,79.638,14rTFBs1cCkOBp5JPUrJhw,225347,rhythmandblues,blues
0.777,0.71,10,-6.4,0,0.0875,0.0966,0,0.444,0.839,110.96,4kgp56W9TTeXcHesZmfyv7,211707,finnishhiphop,hiphop
0.198,0.912,9,-3.456,1,0.0955,0.0253,0.0586,0.885,0.279,188.453,5mncxt5ERBFzFyfrJbyqOi,247432,reggaerock,rock
0.546,0.333,4,-7.437,1,0.035,0.653,1.22e-5,0.156,0.465,175.944,4hAF1weCCXAdsJyoPkhevZ,174560,swedishindiepop,pop
0.725,0.583,1,-9.942,0,0.0424,0.3,2.15e-4,0.0665,0.765,79.984,3yUcJwYu7fXAfqMj9krY6l,218360,grungepop,pop
0.615,0.814,9,-3.903,0,0.0677,0.17,0,0.218,0.577,144.005,5T8t1yJwAf6Dr6fIFGPjro,214150,gauzepop,pop
0.393,0.473,4,-6.759,0,0.0462,0.292,0,0.109,0.35,205.808,1ge7on5VtzWxCVU5tBQghN,305566,deepsoftrock,rock
0.476,0.717,9,-9.192,1,0.0949,0.0382,7.61e-5,0.0818,0.753,93.584,0QwZfbw26QeUoIy82Z2jYp,166267,rock,rock
0.636,0.664,0,-5.629,1,0.23,0.00953,4.5e-4,0.084,0.707,120.008,0lVyCUfhrGeJ9WdRl3SGG6,241707,dreampop,pop
0.727,0.51,1,-12.483,0,0.0294,0.544,0.78,0.145,0.522,98.008,5WWL4PVYEgeYQ7QdtT5hIM,241120,icelandicrock,rock
0.433,0.407,7,-8.019,1,0.048,0.598,1.68e-4,0.141,0.834,158.311,7l881hF7mTdyqREHLTYmgw,171067,russianjazz,jazz
0.436,0.498,11,-8.472,0,0.0295,0.0569,0.862,0.12,0.0984,134.005,089AhZRzF9tbuXjJwSohTc,668836,post-rocklatinoamericano,rock
0.607,0.471,2,-7.211,1,0.029,0.0941,1.65e-6,0.0994,0.315,139.955,6BoyG3bQ8rjDdqatMg5IWM,306213,indonesianpop,pop
0.76,0.595,6,-8.198,1,0.212,0.032,1.3e-5,0.315,0.476,87.992,6vB49BJ70zBpDrrAPwdaB8,272227,hiphop,hiphop
0.775,0.755,5,-6.935,1,0.0372,0.387,0,0.0854,0.847,110.028,7rki18dAeqNHpfjfQQdivP,198046,deepbrazilianpop,pop
0.693,0.867,11,-5.011,0,0.195,0.269,0,0.182,0.522,97.078,4ZHb3I8xwABdGrEXQNgElu,228467,chiphop,hiphop
0.133,0.996,6,-4.371,0,0.153,1.69e-4,0.01,0.369,0.155,169.916,0EIdrrXtUiNgWSqCc6eWBj,279853,germanpost-rock,rock
0.462,0.0545,8,-24.723,1,0.0405,0.991,0.872,0.14,0.526,76.028,6wMZMTf9pmKmUvP4OQoLn5,166400,classicalbaritone,classical
0.351,0.634,9,-7.196,0,0.0377,0.0224,0.00514,0.523,0.109,131.835,0D0G8watmsl7du6uoYwDMI,189914,deeppoppunk,pop
0.653,0.943,9,-7.315,1,0.0515,0.0379,0,0.0989,0.925,122.586,1EflNuGtIko1YjBAmbZAQr,251760,ukpop,pop
0.691,0.437,7,-11.624,1,0.0655,0.328,2.31e-5,0.261,0.568,96.541,170KEX2yqDDY8THliU4wff,246400,deepsoftrock,rock
0.65,0.757,6,-8.879,1,0.0305,0.215,0,0.0898,0.774,159.963,6brXavdBB4oOjFKl6IziqF,222915,italianindiepop,pop
0.489,0.344,2,-9.939,1,0.0361,0.84,2.84e-5,0.0853,0.289,143.172,0eIhbuq0ZGAJBgpvLsmpCo,307027,danishindiepop,pop
0.438,0.732,5,-4.767,1,0.0421,0.0851,0,0.0948,0.496,167.94,5TXwU5dCw3h6Tsr0UC3APQ,208707,christianpop,pop
0.706,0.483,1,-7.929,1,0.0393,0.547,1.94e-6,0.136,0.663,92.002,2x5Frs6ts14U4MSLrQQlXg,331827,jazzfusion,jazz
0.551,0.844,8,-3.674,1,0.0613,0.012,3.12e-6,0.0841,0.421,115.003,2u16NEyhFeVfk1bnSbswLo,171632,popemo,pop
0.586,0.75,1,-5.861,0,0.0409,0.493,0.00195,0.16,0.276,100.083,7Ko8FMiNwGeAJNG0zdYMGD,237600,etherpop,pop
0.383,0.937,1,-6.364,1,0.109,4.88e-5,2.17e-4,0.293,0.57,97.21,3bY7LMYQ1Le158Ys8VPLJG,144120,germanpost-rock,rock
0.256,0.946,6,-4.104,1,0.0504,3.96e-4,3.47e-4,0.088,0.315,191.593,3IedBQwNOzmBQBKH3JjlhC,257573,deeppoppunk,pop
0.632,0.832,7,-1.948,0,0.154,0.048,0,0.0705,0.784,182.184,7uQmJ1jgNzBpATSoWKSPFu,198933,lapop,pop
0.287,0.66,5,-6.989,1,0.0396,0.523,0.875,0.111,0.15,116.538,1xGrOyFaiwRyhHTHc4s4RZ,682627,post-rocklatinoamericano,rock
0.492,0.55,6,-8.841,1,0.0484,0.339,5.4e-5,0.684,0.289,166.527,7rhoAJWAWAyHwSEdH3jqYy,295547,wrock,rock
0.28,0.996,5,-3.762,0,0.421,0.543,0.0891,0.339,0.224,203.503,6EqH6OTtC3KMxRsU2OGF9A,194493,gothicrock,rock
0.661,0.535,9,-7.54,0,0.443,0.0855,0,0.0838,0.583,94.506,0wfVtXOnlGDyz1XKoSuOHl,236760,albanianhiphop,hiphop
0.451,0.939,5,-2.82,0,0.0512,0.00673,4.85e-6,0.0774,0.448,93.416,2fAIfPLrPUTW1AmJRR428Q,204200,garagerock,rock
0.656,0.62,4,-6.604,0,0.0569,0.353,0,0.236,0.185,139.935,5f01Dnbb4oe2jdk2l0skCc,265051,hippop,pop
0.412,0.362,2,-9.556,1,0.0272,0.412,1.49e-5,0.146,0.365,77.459,5ZHd2S3xeMXKoSws9XlwKC,264453,christianpop,pop
0.672,0.862,1,-7.103,1,0.264,0.0191,5.98e-6,0.167,0.303,139.959,0A3auuPzyvvcYjO4kD19x2,282000,finnishhiphop,hiphop
0.421,0.871,9,-6.442,0,0.0536,7.65e-4,0.791,0.0902,0.275,79.989,0gTjRKnv2AyIQPCRoxCrPX,187067,atmosphericpost-rock,rock
0.683,0.874,11,-5.475,0,0.03,0.0147,0.00995,0.1,0.771,119.026,1DzQBIxTpAJm7SN5YwSyMH,262800,australianpop,pop
0.403,0.763,8,-6.727,1,0.118,0.0277,0.00985,0.148,0.455,82.812,02POyqtbrdmYQ3RxsTrYMD,255613,psychedelicrock,rock
0.643,0.716,2,-6.733,1,0.0915,0.0643,0,0.14,0.854,81.027,54GASuUdLbhhdyECNUp3Pb,174320,hippop,pop
0.736,0.67,7,-5.031,0,0.144,0.132,0.00476,0.23,0.559,157.925,27CpHPVunXNachJTPkPlj8,225296,lapop,pop
0.743,0.93,4,-3.821,0,0.0766,0.0106,1.52e-5,0.111,0.562,122.022,3faZ2pjQRByXR9UWWPV9vr,168320,dancepop,pop
0.74,0.505,7,-12.133,1,0.109,0.317,1.48e-5,0.169,0.668,89.977,1vODOt3qUVtRDbTZspQDeB,220747,frenchhiphop,hiphop
0.423,0.928,11,-2.322,1,0.0649,0.015,0,0.199,0.74,169.934,1MQVta0rExiUHTvGypITBf,210848,indonesianpoppunk,pop
0.244,0.925,9,-4.773,1,0.0893,0.00849,4.24e-4,0.097,0.485,204.359,1zak5bCnRmS3AQRAg7JETY,141507,deeppower-poppunk,pop
0.504,0.947,11,-4.11,1,0.106,0.00113,0.313,0.383,0.147,124.013,1OJrcYcbtEJWC8dT9unEOm,265787,swedishindiepop,pop
0.372,0.961,2,-4.989,1,0.091,0.00142,9.47e-5,0.173,0.323,147.929,48TrG16S6Qg3NxOlfRI73b,302113,ukalternativepop,pop
0.557,0.0405,10,-25.82,0,0.044,0.995,0.883,0.12,0.69,126.956,0l2tpBoQoxA2ulRcNkSeBD,220367,classicalbaritone,classical
0.611,0.701,11,-6.654,0,0.0244,0.043,0,0.119,0.793,98.027,2F6es6tI5CwN6TYS5obP25,216333,swedishindiepop,pop
0.542,0.589,2,-6.623,1,0.0318,0.292,5.22e-4,0.177,0.137,111.665,0R4vpVecKzG3QNjB5rj4TQ,303200,swedishindiepop,pop
0.381,0.867,9,-8.4,1,0.0516,9.62e-4,4.58e-4,0.209,0.821,177.566,6nrt3LrIsZnekOH7wmP8Kt,242640,canadianrock,rock
0.533,0.606,5,-9.391,1,0.0302,0.771,0,0.0927,0.398,88.895,66LwgTiXnRH6uoNb0A8gpt,247533,wrock,rock
0.456,0.0871,9,-22.689,0,0.0424,0.879,1.07e-4,0.11,0.129,114.654,6G4YQSXUWP93OffVUTjzxr,409000,contemporaryjazz,jazz
0.353,0.725,2,-10.131,1,0.0422,0.00681,0.101,0.0289,0.402,82.831,1YqZufD6wIbiyN2LaK2QAr,182169,garagerock,rock
0.391,0.942,4,-4.267,1,0.0587,0.125,0.00238,0.111,0.449,150.059,1HWVJ6WlOqVGmhFAMvNxXz,248110,swedishhardrock,rock
0.685,0.449,4,-15.579,0,0.0711,0.00854,0.932,0.0816,0.643,100,0YQJvGXUTZNcVeHI2w3G2T,264855,jazzfusion,jazz
0.431,0.928,2,-5.304,1,0.0468,0.0234,0.791,0.162,0.811,148.084,4R3k84nMqdULcZg4R2RRDa,229747,mathpop,pop
0.578,0.52,11,-7.655,0,0.0446,0.147,1.07e-6,0.173,0.382,76.455,7lSZd65EBhKZgxsiJ4OuwZ,177255,vaporpop,pop
